judul,url,sumber,tanggal,ringkasan,keyword,metode_scraping,konten
"Sahabat Yatim Gelar Padel Peduli, Beri Dukungan bagi Anak-Anak Yatim dan Dhuafa - Biz Kompas",https://news.google.com/rss/articles/CBMixgFBVV95cUxNVW1sZ0FwblREdkNLWHVVUEpUbXJFbFdsb3RxejVBZ1dsQVUxMTB0NDNLb2l2eGVKOHo4VmVzNjkwcnZSUU5MYUJRMldFYVZvQVVWQjUyZkZGcUhRWlhYMWY0UDlPSDA3UFQzNmZWY3pRc3U1Ni1yVTNvVWFGb0NaMkxwLUpKdGJSY0ZDNDZUanYtM3FMM09sdHN0LTY3OU9QbElpNWNPREQxT25NLUxMVzN0ekdXQnlxVHlTQkVYTXFsQk5MaEE?oc=5,Biz Kompas,2025-11-26 08:00:00,"Sahabat Yatim Gelar Padel Peduli, Beri Dukungan bagi Anak-Anak Yatim dan Dhuafa&nbsp;&nbsp;Biz Kompas",kompetisi padel,google_news_180d,"Sahabat Yatim Gelar Padel Peduli, Beri Dukungan bagi Anak-Anak Yatim dan Dhuafa&nbsp;&nbsp;Biz Kompas"
"BPT 2025 Hadir di Jakarta, 664 Pemain Padel Ramaikan Kompetisi - Bolasport.com",https://news.google.com/rss/articles/CBMipAFBVV95cUxPVjhhRW10Tjl4UmlRSGx5X1o2MHdTVFZzb1dwQ0lWZGwxUW1RRkdkQ1dlM09aS3pUR1NheWZBM0VGMmJSakkzcEFXeDg3V3U1OVd0MTlRRHRnajF1MXZEalkyR1FGMTFPOVBFSmJINVBobHhzUEpHWXl5OEZ6R3gyN2hBR29WSnp6STdzTVBpNWdJSmJYMkpKS0RidEVxaVVNVVpqWtIBqgFBVV95cUxPS0E5UllQSklXTEpVbEwwZGtSVUNFQkdtLTRTaUFjaHJrMVdVUUFQUzEzWlA2TXNOejJKT0prNFUwbm55aUZ5bm9XckRSeExvX0NuRE1FcWswZkJNQU14eV95blUwTW02OVZPS2lvQ255b1FJbzR4M21nWk85UDlQYkwybU44ZGwwdW9lMkJuWEx0M1pJVnllQllrM21SRTk4QVdmdVVCNmotdw?oc=5,Bolasport.com,2025-11-19 08:00:00,"BPT 2025 Hadir di Jakarta, 664 Pemain Padel Ramaikan Kompetisi&nbsp;&nbsp;Bolasport.com",kompetisi padel,google_news_180d,"BPT 2025 Hadir di Jakarta, 664 Pemain Padel Ramaikan Kompetisi&nbsp;&nbsp;Bolasport.com"
"Kolaborasi Mester Club, Terra Court & MCN Gelar Turnamen Padel... - SINDOmakassar",https://news.google.com/rss/articles/CBMixAFBVV95cUxQTGtBQk9QdXYyeXRHY0dHRGZfNXF1RG8tbl9WUU5mNWxDWnY1MDZXWHdQNF9za0pJeFdhMzdlLXNtTzZid0N1dGFmV2hsWjl1a0h0X2dQYlBvT2hXaEY4aS00U19wYkJtTi0tWVhMdzJrRHhES0hCT1BZRmRQQTJFaENvR1FJZWVkazZYWjQ4bGF5bW9xc2daZHN3T0dsY2VBcGd2dEZCY3NjMzJMRW8yNmNZY0t2Ymp6emI3Zk05bWwxVHdo0gHLAUFVX3lxTE9MQnRrT202N0dteTQ2cDJQRFlMZWJvU0NSYTdVR1NTLVJDR0U1OEpoWFdRVFk5MlZuNW9uRHVuUTVlMy14N3BNRmIxcUxsVkJPTEFveGdpWVJhZFN5V0RmNjlVUXg1RUxicnVvcWJsaU1HZnViVFNiSnFzb1kwbFhlaklrVVp2RGk4UDFqeWxFMnJaZEp0ejh4MHBFeEgtWV9yNHBEQWs2dXFBTEV4VjA0UGZRVXYyRVMwb3VTaTlLR0Z1YUlqOHNjYzBR?oc=5,SINDOmakassar,2025-10-19 07:00:00,"Kolaborasi Mester Club, Terra Court & MCN Gelar Turnamen Padel...&nbsp;&nbsp;SINDOmakassar",kompetisi padel,google_news_180d,"Kolaborasi Mester Club, Terra Court & MCN Gelar Turnamen Padel...&nbsp;&nbsp;SINDOmakassar"
"Puluhan Komunitas Siap Bertanding di Turnamen Padel, Perebutkan Hadiah Rp 220 Juta - JPNN.com",https://news.google.com/rss/articles/CBMiqwFBVV95cUxOYkdYS3ZMVW40MmhnNDhWVGF6b244QXJrTE9sT3I0MGxDTzFvS3dlZy1jN1NON0NISXgyYmNvREthQ1NVMW0zcThvUGtHNDFFbW93enFQTlR5Zkc0eHV6V0xMUUd6SG5zc2N0bjNnQWpQeTZFdW55RXRmMG5XYWRLeTAyU0ZMVkVfY2ItSnl0ZjR6UFNMTGthRER6eXZuNU5QT2tvcTkzdUs1NEXSAa4BQVVfeXFMTmtSZ1hjdEZkeUhSVWdiX0dUVGUzV2VpRlR6dTgzY3I5djlBM09WS2Qxdy1ZV0djWWhPaVVaOHpITEtJTjltQ00zSGwtNWpxUDZNTmhMVjIxUFh6bnNIaTN2ckJEbDRBWnhhVHBCUEtGejQwbG9xSlBWVWdoVEZkMWNUYzVBTC1Remt2MHFkbHNTNmpaSHFXN3Nsaldtc2FHYlVXQlJJMEVrbVZ1WTJB?oc=5,JPNN.com,2025-11-12 08:00:00,"Puluhan Komunitas Siap Bertanding di Turnamen Padel, Perebutkan Hadiah Rp 220 Juta&nbsp;&nbsp;JPNN.com",kompetisi padel,google_news_180d,"Puluhan Komunitas Siap Bertanding di Turnamen Padel, Perebutkan Hadiah Rp 220 Juta&nbsp;&nbsp;JPNN.com"
"Di Tengah Kasus Perceraian, Ini 5 Potret Tasya Farasya Sibuk Lomba Padel Bareng Sahabat - Haibunda",https://news.google.com/rss/articles/CBMi3wFBVV95cUxNQmNsWEVBdjJvTmlLNW1PcUFSMUZ5cGdCWl9raWwzd19oWWVNRGU5STVNTk41SkdUdnFCb2VCLW9iTUVYOVhRRG1BbkpwOXpyVkZiY0hNcnY3Zm1teU94Z2tkR3JpTFVOaTlZbUN6MmlpeG9DUi1rY3dJRnFBRW1kT3E5eFJnVlUzTWh2QzlSdkJkSmsyalVrNUNnUEhlczI5WXdJbHRPaV9nbEFOU0tFNUUyWnE0bjBONExJOVVPUnZXMG9LMXdKVldtckZ1aHQ2a2prQ3U5NDV5NTE1QktJ0gHkAUFVX3lxTE5ranNrV0FRdW5jaWY0REVjY0V5LVRHTndpMzJxWjhULTJYTXlROGFCT1ZKaWllbUFGWVdiaS05UXd6ZVl0OXE5dnVvaEpFVDB2T1l5OTF1eVljRjl3d2hQdWxNLU9xb3FCTnlnaVhPWFRDWlNJczdqdS1ZcUFoVDhINVlyOW9URXV2eGxYbS1vYlc2SkVBelhSR051bE5OZFB6SlAwQUhXYkFXRXRPOER2NS0td0drWUlsMEt5eUtmdTB2Z2lpOGVPSjYwRnpURWs1aFhfVTVQQ1p5NnY0NTVRMjZCUg?oc=5,Haibunda,2025-09-16 07:00:00,"Di Tengah Kasus Perceraian, Ini 5 Potret Tasya Farasya Sibuk Lomba Padel Bareng Sahabat&nbsp;&nbsp;Haibunda",kompetisi padel,google_news_180d,"Di Tengah Kasus Perceraian, Ini 5 Potret Tasya Farasya Sibuk Lomba Padel Bareng Sahabat&nbsp;&nbsp;Haibunda"
"Makin Seru, Youtuber Fadi Iskandar Ikut Meriahkan Halloween dengan Unseen Fun Padel Tournament di Bintaro - TangerangNews.com",https://news.google.com/rss/articles/CBMi6AFBVV95cUxPNGRFVG0yLTF0dXZ3X2JlUkkxalFHTmRULXhEUEtISXd5U2R6RVBoblNDUnd4Q256dkNId2czRWU2VnR2cTdIWjlHV3VBSlh6bklzbnladVdidGoybU9wdmpGbkM0LTBQYVlpb2laZ2xLNEw2cTBaam9DQWJkWHA2MHlVUFIwS3N0OUplcm42X1hlcHpMYzZhZ2J4cEZIRmNnNVVGZXVEVFFhZkZVVWpGaUdtRTVYYUFLc2xQTGFnOU5ieDQxTHJqZldmX21iYmhPUUFjclI3elYzRWhzNHVCb0dyQ09HeEky?oc=5,TangerangNews.com,2025-10-31 07:00:00,"Makin Seru, Youtuber Fadi Iskandar Ikut Meriahkan Halloween dengan Unseen Fun Padel Tournament di Bintaro&nbsp;&nbsp;TangerangNews.com",kompetisi padel,google_news_180d,"Makin Seru, Youtuber Fadi Iskandar Ikut Meriahkan Halloween dengan Unseen Fun Padel Tournament di Bintaro&nbsp;&nbsp;TangerangNews.com"
Atta Halilintar-Teuku Ryan Bakal Ramaikan Celebrity Padel Competition 2025 - detikHOT,https://news.google.com/rss/articles/CBMisgFBVV95cUxQUGF5RnJZbmFiZ0hmdHFzdFU0QlFXM19OT2trekdMSk9KQy1WOUZGNVczaDFWX3IwbVFDMk1OemxMZDBYMTFqNHhqdDk1Q1NhbkJycmdiTkdtMU9QVkMzbXIyY2lDS3JHaHk1ZVZ0Q2tvQmhOaGVvYXAtNVhCUmhmOWJ6OFVPdzluUkI4bTJzb0J5TFJBTm5fYVJHM2xwd2Q3NWpfZlBsRHU4a3U3M0hsTjhB0gG3AUFVX3lxTE5GQ0ZBZk55VWg2SWZXZ21TMWxtNG43aUt0QXdWY2x5QUJoeVh2M2F3Z1VkOWkyZ2RVX2hWN0dyMnhWLXZiLVBLTmUyYkFmNmg3MnhNSjh0d2NzZFc3eFV6ZFhWMTNNd1hTa3NRdF9FV2dBTkpna0Z1Qlc1Y3F2TDBnSExoYTVCUExHN2NGX0I5cWpLR19ZaldTTGhzeGJMc1NxZFdIWEtuaXR6d1Y0YnBSdEw1LWVtVQ?oc=5,detikHOT,2025-11-18 08:00:00,Atta Halilintar-Teuku Ryan Bakal Ramaikan Celebrity Padel Competition 2025&nbsp;&nbsp;detikHOT,kompetisi padel,google_news_180d,Atta Halilintar-Teuku Ryan Bakal Ramaikan Celebrity Padel Competition 2025&nbsp;&nbsp;detikHOT
"Atta Halilintar Hingga Harris Vriza, Celebrity Padel Competition 2025 di Jakarta Bertabur Bintang - Liputan6.com",https://news.google.com/rss/articles/CBMi2gFBVV95cUxOYURxWnp1OE0zUzNaS0tpWHhhdE5ZMFhZclBQcjQ0LXFqZ3ZBd25xU2cwM08tU0pTZUtnUDl1RGJKS09DOUROV1d6TVVfaXQ0dlFpTmczTzNVWm1qMFlrUUZwc3pKU3oyeVZ3cUJIQUh5eUdpMFN2aF9zaklfakY5aUVvLS1tbEVEZHZxMnI4ZTBpaGM0clNiRmx3UDhOUXFaaTJ3MXlOVlk2d0ktNUdFamxiTlJYNjZYMWZjbHprcENBSDJIZEJlbFVsdmJXaGNwTndEazV2ejVFQQ?oc=5,Liputan6.com,2025-11-19 08:00:00,"Atta Halilintar Hingga Harris Vriza, Celebrity Padel Competition 2025 di Jakarta Bertabur Bintang&nbsp;&nbsp;Liputan6.com",kompetisi padel,google_news_180d,"Atta Halilintar Hingga Harris Vriza, Celebrity Padel Competition 2025 di Jakarta Bertabur Bintang&nbsp;&nbsp;Liputan6.com"
"Menilik Harga Hermes Picotin, Tas Mewah yang Jadi Kado Lomba Padel Tasya Farasya - Suara.com",https://news.google.com/rss/articles/CBMiyAFBVV95cUxORmVvVGFCUkppbnBBcXVOVHBiZmk3VTc4ODBMTFA3ZHJmSEJQWVozT1dObzQtb2VfajljcjM4UzktUnBSQzhjQWF3c2RSQnpfZFZTNlh4dkJFV29laGRLX3dhbTVvSjdOT29JSjFPbGZRYnF1Qm1FOTlRZmpDZ3lhbllJWE0ycm5FN1otUzZrcDVta1haTUYwU1VGQ2J3dHBYaW9zM3Z3Um1HMmRldGhEclRlWlhUNTA3Rk1NN1RsdEpkMmpLVTdROdIByAFBVV95cUxQb3QtQ0REbENac21sTUJFYVZfZ0RmeUo3cHk2NUVKcFpxUlZBQmpyNW5BQTdaNmloZzJhWllRcUVTanFrMVo1YlJBVThpYlVLTDVhdUJyeG1NSExMRllWeDVzNjdDSFNSNmhXZktXQ0cyRGttOGFVRFdtM3NZZFVjMmJnS2VlVEE3TlpBZ0VxeGU5dmVmU2hvNHhXV1IwdERiNzl6SGxZVWZyUllROEpoSEVmSmYwUnA0UXBaaDZCSFI2ZGRWQ3Ixaw?oc=5,Suara.com,2025-09-17 07:00:00,"Menilik Harga Hermes Picotin, Tas Mewah yang Jadi Kado Lomba Padel Tasya Farasya&nbsp;&nbsp;Suara.com",kompetisi padel,google_news_180d,"Menilik Harga Hermes Picotin, Tas Mewah yang Jadi Kado Lomba Padel Tasya Farasya&nbsp;&nbsp;Suara.com"
"Pandangan Yuki Kato Soal Padel Disebut Olahraga FOMO, Jangan Takut Mencoba - Kompas.com",https://news.google.com/rss/articles/CBMixwFBVV95cUxOZ25fNHNXcTR5Q2g2NXZ6Uzk3WVR1emw5Z3U2c0dzUHJfOVFwTXQwdXRxbUV2VWRhb2FoTTIyU2Ffdi0xXzZIUUtqWVFnQXJBR0ZHVHVLWjY1UHRjcThzT2lfS1BOdnVYOWZzczBLWVFjLWVVTk5LczZkTWljV0p1bU9FUzk0VTFYNzNYWloyVVI3ckJHaXYxNUhMY2RzT0hldkZ3RlR1MW1adG9sSDIwVVRLTkZBZzdiODNNSmNtdDRkSmk4eWxR?oc=5,Kompas.com,2025-11-11 08:00:00,"Pandangan Yuki Kato Soal Padel Disebut Olahraga FOMO, Jangan Takut Mencoba&nbsp;&nbsp;Kompas.com",kompetisi padel,google_news_180d,"Pandangan Yuki Kato Soal Padel Disebut Olahraga FOMO, Jangan Takut Mencoba&nbsp;&nbsp;Kompas.com"
6 Fakta Lapangan Padel Ambruk di Jakarta Barat: Pemicu Kejadian hingga Nasib Ratusan Pengunjung - Tribunjakarta.com,https://news.google.com/rss/articles/CBMi1wFBVV95cUxNcklTYUZDSkhyV0RnSjJLYnNXY1VyVzhrNk1XV0hwRXpUNm5kY21iRWpxdEFWekg1QTNINVpWeENkTld4cW56ZEc5TkRtWUdlOVNWQ0RXX0pjSm16c2xidUtuSEpIVUtHXzJ4eVpzSjFXM3NDN3ZYRlYta0cyN3Y2eWE2Ni14LUxGTjY3SnI2VVRmQ0tnLTVSa01lcWxvRGU1LVBPZ3d0emVoVXM3QTZKQUZWTVlOTS1XZi1iM2o2RF9LeTQ2dVR3b2lFc1N4dkdTaDZoTXNtOA?oc=5,Tribunjakarta.com,2025-10-27 07:00:00,6 Fakta Lapangan Padel Ambruk di Jakarta Barat: Pemicu Kejadian hingga Nasib Ratusan Pengunjung&nbsp;&nbsp;Tribunjakarta.com,kompetisi padel,google_news_180d,6 Fakta Lapangan Padel Ambruk di Jakarta Barat: Pemicu Kejadian hingga Nasib Ratusan Pengunjung&nbsp;&nbsp;Tribunjakarta.com
"Atap Arena Padel di Meruya Roboh Saat Final Kompetisi, Yura Yunita Pulang Lebih Awal - Suara.com",https://news.google.com/rss/articles/CBMixwFBVV95cUxPRC1fWXZkWmlTbHpLbjg5ODJDREZjRTRpQ3YySkpZT2s3NXZLTy1PWEtyeGhTeElma3oybmNIVER2Tzc2cmgwM2Q1UmVhZkRoZjB2Y1Z4ZGtVb2tsbGZieGRVYjQtQlhfNU5lMVAxdFY5Nkw2M1RYa1B5REk2ZGt6ZlUxeWdFQ0pMUklId05Zd3lacnhJUTFfXzNwRnFsamlsWnYxT2hveFUzWDQ1YTVtY0FxSWhVbDNIVDBaRzVYeVZOX3Vub0hB0gHHAUFVX3lxTFAwQWlTYnkyT1o1UFBlS3U1OU5ZVUJnUDVhMzZEQjZ6YkxLS21hQUJDUVFUUUFla2pZWVczTlNsWlJIQmVlNWw2Y19ZUTluUGxGWnk5eUhjaE5pWWU4VC1FNnNxaDdkLWZ4eDZoZ1JVR2dOTGw1T0RHZHNnQ2ZRbTBBdHdDTlBLZjFqd3FxandEQWp4V1RSQ25ZT1JEUERUYXhsS0p2Ykw4ZXBwODdUbjJpdHFaRkQxV2xOSzNjdk9DbkNwRVExUmM?oc=5,Suara.com,2025-10-26 07:00:00,"Atap Arena Padel di Meruya Roboh Saat Final Kompetisi, Yura Yunita Pulang Lebih Awal&nbsp;&nbsp;Suara.com",kompetisi padel,google_news_180d,"Atap Arena Padel di Meruya Roboh Saat Final Kompetisi, Yura Yunita Pulang Lebih Awal&nbsp;&nbsp;Suara.com"
"Mengenal Juan Lebron, Atlet Padel Spanyol Pertama yang Jadi Nomor 1 Dunia - Bolasport.com",https://news.google.com/rss/articles/CBMivwFBVV95cUxNUkV1bG1rS1pKQ2FINWVWTkd5akpkbGc2NTZwdEhGQm1jMDRTQkpnUV92TFlIZkpvYkNvUTh3SG82X3Awcmg0ODhYQUJfdkktWkxiTDlLeUJpTm0zYjV4SXVxa0UwNlJaTTRvelcweVlOSVJ3Z3lVdGoxcHMybERESDVwQTlUTENLY1BFdzR2aVlyY3lzWjJLSVlMQnUtWU9NZE1wdU90b0xWdFNxYTR6REpKYzJ5QnFnZmlveXU5d9IBuAFBVV95cUxPdlhfV2pTY1JIZmhqRkdMby1RUlFMWDhPcEVlUDVRT0RtZVFtNm9mQnNVS0VoY0pWRzNtYUlPOEZJT1VHZDVaWkgtTnlxSjNYWVNHV2FyWnhDWjdfM2gxOHlOMzhPTk43NlJwV1U4TkxIeDNDOXdGZV96UnRNdU54aWY2ZUt0MHZyXzlKYkFaT2FkVThJdFpGcjNOWmVPUU5XdTQzd3ZOcjlsM0JXTVR1cUNCb3VYQ0ky?oc=5,Bolasport.com,2025-11-10 08:00:00,"Mengenal Juan Lebron, Atlet Padel Spanyol Pertama yang Jadi Nomor 1 Dunia&nbsp;&nbsp;Bolasport.com",kompetisi padel,google_news_180d,"Mengenal Juan Lebron, Atlet Padel Spanyol Pertama yang Jadi Nomor 1 Dunia&nbsp;&nbsp;Bolasport.com"
Robert Lewandowski Jadi Kapten Tim Padel pada Hexagon Cup 2026 - Bolasport.com,https://news.google.com/rss/articles/CBMisgFBVV95cUxQdmo3SDlHNmhhemZwRlY2dXZYT2NVd0NiTUU0Ung4YWp6amwyNzZ0YTNxYXhicVo1NHo3T1M4RFkyQ0hHc0RsVjE1LWstV3Z4M0RGaHVsLTNwRXhQWldWNmZ5VE1EY2JDbUNWaTN6eGQ0Ml9mZXZCeXJVLWZ2OGYwQnJnZnhOc01xQjM2X09vd05kcEpKTlZQUWdoVkVGYk1NalBaZTlqMVNKYlNPNVVPOUd30gGrAUFVX3lxTFBPckoxcFVmSG83N0dYeUdvUzRSSHVBV2ZSSm1KZUotY1BRbnE1ckN6QzhjWnphdUFqWGdSa3pRVmxmVEtjdlN4Vlc5QXEtNVJNTVkzcnhKMUhJXzdKbFZSYk51RUZzaFkxeEFYUnBXNEdmWWFwSklsRDVqWTZtbEhHUWpsSmctUEI5WWtKdHotdl9BVVhzdXlGOTBoRTljZzBZRlp1UVFYUm5Pcw?oc=5,Bolasport.com,2025-11-24 08:00:00,Robert Lewandowski Jadi Kapten Tim Padel pada Hexagon Cup 2026&nbsp;&nbsp;Bolasport.com,kompetisi padel,google_news_180d,Robert Lewandowski Jadi Kapten Tim Padel pada Hexagon Cup 2026&nbsp;&nbsp;Bolasport.com
"Lineup dan Harga Tiket Padel Clash, Tim Akamsi Ketemu Tim Anak Rantau - IDN Times",https://news.google.com/rss/articles/CBMioAFBVV95cUxQOW5tYkNJWEdERUpQMlBTME54ME9GdXQ4TWZFMk43ZjZ6eXZQTWw0R1RrM3d3cGxLVlhVbTFIcy0tcjN0Yi0zVHRaUEJpODYwXzluN044cEF1WXRuNzNjU1ppSkpBcnBRZDFnNnFEUlM1SjRUX2trTElUSlR1eUJvY01pNmVJUGM0VF9MTU9CVTFmd1JKUVA3TXNiNjF5dkYz0gGmAUFVX3lxTE5fSGJNV003NTJzVFpDS3VleGVaWnBaemJQTGp2VGt1MVUycEs1NVR5czRvd0ZIS1VLTGVKOG9ILXEyTURZX1pnazlUUFpvWjFKRnd2bGpzRDRRbEdGazVHYUFlUTBFdThqUXAtSTVJbFlCbTBZaTMydUxmWTQ3bzJoNTFvMklKSXhwZVBQZzNhdWpLVFJSRjB5dkJWRW9WRktCVVBJc0E?oc=5,IDN Times,2025-09-23 07:00:00,"Lineup dan Harga Tiket Padel Clash, Tim Akamsi Ketemu Tim Anak Rantau&nbsp;&nbsp;IDN Times",kompetisi padel,google_news_180d,"Lineup dan Harga Tiket Padel Clash, Tim Akamsi Ketemu Tim Anak Rantau&nbsp;&nbsp;IDN Times"
"Main Padel Resmi Hadir di Semarang, Hadirkan Lima Lapangan Berfasilitas Lengkap dan Standar Turnamen - Jateng Today",https://news.google.com/rss/articles/CBMiwAFBVV95cUxQS1luQ1BoQ3FSRjNqdEhESnAxQnJmZGswQjZwNV91V2hibkpBODUxZzU4UTFyaXd5YWw0MGN3WkRrYmxIWG1OV0NsenZnUzRLSG9xX0Fsb2Z4bFg5MVVoNU5qR0w1UXR2T3BTSGxwMTZxRkdWcnBMTnMxSHF1M2ZKM21jS1k2SVRJalhUQU1Vb1hXbC13NHNQbWF5aGF6YjN3MXVzQ2FUU1MzMkdkNWNheS12eVhpMFlTVEtGZmVjTFY?oc=5,Jateng Today,2025-10-11 07:00:00,"Main Padel Resmi Hadir di Semarang, Hadirkan Lima Lapangan Berfasilitas Lengkap dan Standar Turnamen&nbsp;&nbsp;Jateng Today",kompetisi padel,google_news_180d,"Main Padel Resmi Hadir di Semarang, Hadirkan Lima Lapangan Berfasilitas Lengkap dan Standar Turnamen&nbsp;&nbsp;Jateng Today"
"Steven Samson Pelatih Padel Asal Indonesia, Ukir Prestasi di Kancah Dunia - Radar Surabaya - Radar Surabaya",https://news.google.com/rss/articles/CBMivwFBVV95cUxPczJ4YlNDY1JLamZyT2JWcmpuUzNLdXlEcGdSN3Y5Rml2RFZBQ3NIZk9qdlFVd1lWZjlKclVDRWFySDVwX21JYmVSaFFiS1l2b0pzQnd3ZTNOaVJTa0lGRHNZWW9RWjlZYklCRElISW12R0lkdjBzcTZvQ1g3aEwtSl83VFJNV2dpY3M1aEpjR0Z0b1dMNjRxa1FuNzRIRHpTWU41VGZNY25hbC01WFBuNUNqU0VXQU9rSlJ0NXlCVdIBxAFBVV95cUxNMUoxQlEzN3NvUjAxNnZ5V3ZWZi14UkxLN3VRV0FQUEJrRFU4M09RYnFIbVIwSUZPUU9JOWtlR0pFNU1wMWxLVEljR2xISVJwSkVsNU4xZnpHUHRBTFFBazRnUk1pbnpTT0x0UUV4ZnoxT2NHTF9iaUppQ1FibVZxbW9ZczVwN3NhSFhzZnJrTUczYV9lc19QdVdXN0tIMzZsQkhXRWU5dE5hbGVkVjdVRmZ0ekhOdlQxMHVIb0pOX3duMVBf?oc=5,Radar Surabaya,2025-10-21 07:00:00,"Steven Samson Pelatih Padel Asal Indonesia, Ukir Prestasi di Kancah Dunia - Radar Surabaya&nbsp;&nbsp;Radar Surabaya",pelatih padel,google_news_180d,"Steven Samson Pelatih Padel Asal Indonesia, Ukir Prestasi di Kancah Dunia - Radar Surabaya&nbsp;&nbsp;Radar Surabaya"
"11 Potret Bio One Jadi Pelatih Padel, Tak Permasalahkan Disebut FOMO - yang Penting Sehat - KapanLagi.com",https://news.google.com/rss/articles/CBMi1AFBVV95cUxONklDdG9xWnlmYVd5RWhIR3NpQnZuVzJQZEoyckhHZUFwUG94c2hjQ0hSZWdneTBXYVh0QjlQdGxCcWZvSXRsS0tjdnpDMGl6VG5oYU5IS2xDM0Y0Rjhnb1VFYVlPSzdHdEFyWDBKWHRONzFZakhUOTItWHFETmhta1JCVjVyU0pMbWI2aVliS1piMnRvRGhoZWk2MHBpenZITy1XWldiUXRuVjF3eTREOWIzRnR6TVBCMS12UVhlRXNGNmM2LXpheEhSMHloN3EwQXVXZtIB2gFBVV95cUxPdnFXSDBuOUp5czBiSUJFZk9OcFd0c2d0S2ZlelIxTlo3TzJMeTlvU0ZybUd2UzdydThYalhhRHZUY2l4V1U1TnZ4aWpRRUY2MHU1QllROHpXeUVHNFVxZVR2OVBmMUJnQ05IZ3o4QmI5dmd5VmlRc2lkUlhwd1hESFJVNFYxblZnbG40M0hZSUFhcDJFcUN6Y2NkOGI4LVRKVXMyODF0VDgzQmxlbGt6Zk1BNDdVQUVSdjBYaExJMEhsWEg2ZC1FWFJkdkdvRzNnNDg1cE9BUm11Zw?oc=5,KapanLagi.com,2025-09-02 07:00:00,"11 Potret Bio One Jadi Pelatih Padel, Tak Permasalahkan Disebut FOMO - yang Penting Sehat&nbsp;&nbsp;KapanLagi.com",pelatih padel,google_news_180d,"11 Potret Bio One Jadi Pelatih Padel, Tak Permasalahkan Disebut FOMO - yang Penting Sehat&nbsp;&nbsp;KapanLagi.com"
Padel akan Berakhir seperti Sepak Bola? Ini Pesan dari Pelatih Padel Kondang asal Spanyol - Bolasport.com,https://news.google.com/rss/articles/CBMiyAFBVV95cUxPVjdNbE1lNzhibmc1V2NzdlhlaFFiTUJNd3V3SFJoeHRBUm1pc00tUDFPdXRrek90ek9tOGU2RXBNbnRHd3BqUjU1WVJycWVEc1BGbXNjbFBrYnpzSjBfNUlyVnJZLVAtS0FjcjlDWktoejN5dlUycUdQNkJ1Yjk5VS1EWlRkeUZaMVJtV25veGpDcVctQ3pqamkzVFkzbU1sRWFpamk4bHkydDc3SGV1azJ4MV9nbmhleHY0VGM5NklaTEZIQ1JGV9IBzgFBVV95cUxOZ2VYM2pkdFc2SThScjE5d1ZaWFNOQ2VTMUtjTWozXzVkcXNxUEtBeUFVRnRabldTVWt6MEthelFrZHQtRnUyZk1mUmlwdEN0cTBBYlU0c044dnFzM2tPSzRUUFdfaUU4NmNTWjY4WTAtaWgwWmoxaGNzY3JaM0oxVFc0THVsYnZyM1AyVFBZMjRYSGpMZnNiMlQ3cDFJb05yZmU5UnZwR2xjaDdKSDhCM2djTHVGQ0RzZ0MzMFNCb0ZFMndOZndhdk8tZVFZZw?oc=5,Bolasport.com,2025-11-25 08:00:00,Padel akan Berakhir seperti Sepak Bola? Ini Pesan dari Pelatih Padel Kondang asal Spanyol&nbsp;&nbsp;Bolasport.com,pelatih padel,google_news_180d,Padel akan Berakhir seperti Sepak Bola? Ini Pesan dari Pelatih Padel Kondang asal Spanyol&nbsp;&nbsp;Bolasport.com
"Kabar Gembira Bagi Pecinta Olahraga, Balikpapan Kini Punya Lapangan Padel, Tarifnya Segini - nomorsatukaltim.disway.id - Nomor Satu Kaltim",https://news.google.com/rss/articles/CBMi3gFBVV95cUxNNkV1eEpfSWZEc0N4dFNTdEFZRHFzWkpaMVVLVER2RTRBZnU5TUY4WWhqeFRwWXY4bUg3bVFDX04zVU9EVUhyNk0zaGJ2b1p0cTB4T0M5NHpiRUN6TzBzNEdXSjVkOVJtMWJiMzZsZl82STFiRUc5SEkxb1ZGZVdmV1lrZmJRNHBPLVVtUENMTVMyYU5qZkI4WWZ2TnBPb2pQZGZUWG9TT2pPdUFVLWRvOWlCR0wxbzFmNFA0ZnBfOXVuZjdTTkFPd253SWNXRVBIMG1kS3FsVFV5U3ZmVGfSAcwBQVVfeXFMTWZXMlJTU1EtOVYyTEJJcDk3WnVMb1pVVktFS1BMMXo1a2MyR2dpQ0w2X09hMG1HMllIMGxnWW5CdDcyc1hodWl2a21VWFJjeVNMdERrOWdreE5SRzloSVRWU3d2d2RFOE9QZ3d6NkdNWDR0dlJSUFEwOWxmUmV1eHQwNXRiV3V6cEZJSE1TY2lPRHZZbzVTbEc5OFI3N3lWYjBMUEh1YTNTOE5GbVZ1RTVDUlo1Z0JVNkQ2MFFVZVpSWHpqMlk2d1VsN1VH?oc=5,Nomor Satu Kaltim,2025-11-02 07:00:00,"Kabar Gembira Bagi Pecinta Olahraga, Balikpapan Kini Punya Lapangan Padel, Tarifnya Segini - nomorsatukaltim.disway.id&nbsp;&nbsp;Nomor Satu Kaltim",pelatih padel,google_news_180d,"Kabar Gembira Bagi Pecinta Olahraga, Balikpapan Kini Punya Lapangan Padel, Tarifnya Segini - nomorsatukaltim.disway.id&nbsp;&nbsp;Nomor Satu Kaltim"
